Title,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Filming Locations,Budget, Action, Adult, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,English,Spanish,Japanese,German,Hindi,Filipino,French,Tagalog,Thai,Tamil,Turkish,Russian,Indonesian,Italian,Mandarin,Korean,Swedish,Portuguese,Telugu,Chinese,Malayalam,Malay,Cantonese,Kannada,Danish,Norwegian,Dutch,Arabic,Romanian,Hungarian,Vietnamese,Latin,Serbian,Catalan,Ukrainian,Persian,American Sign Language,Bulgarian,Polish,Bengali
Scent (2014),0.39999999999997726,0.9295774647887324,0.76,4.8,0.29761904761904756,"Directed by The Existentialist. With Alison Barnes, Di Billick, John Byrnes, Ashton Clay. A mysterious contagion plagues humanity. Its symptom: lust, confusion, and madness. It spreads like an airborne aphrodisiac crushing any hope for a containment or cure. In Chicago, the newly infected terrorize the streets. Two young women find themselves trapped in an absurd nightmare of violence and chaos. As they escape the two discover other survivors and unlock a secret that may be the key to...",0.04076665652570733,0.8974358974358974,0.010771286659561794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wanderers: The Quest of The Demon Hunter (2017),1.0,0.7042253521126761,0.6200000000000001,7.9,0.5595238095238095,"Directed by Dragos Buliga. With Armand Assante, Lior Ashkenazi, Branko Djuric, Raluca Aprodu. There is something real and scarier than vampires in Transylvania.",0.08944326133252205,0.7307692307692307,0.007183487597616439,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tokyo Vampire Hotel (2017),1.0,0.8169014084507042,0.4800000000000001,6.2,0.7738095238095238,"Directed by Sion Sono. With Yumi Adachi, Megumi Kagurazaka, Kaho, Akihiro Kitamura. Manami is captured by blood thirsty trigger happy vampires, and taken to their hotel, where they keep prisoners as future meals. They are all instructed to find a partner to survive, when a vampire clan from Transylvania interferes.",0.9908731365987222,0.5128205128205128,0.003595688535671084,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milfs vs. Zombies (2015),0.5999999999999659,0.9295774647887324,0.3400000000000001,3.1,0.625,"Directed by Brad Twigg. With Andrea Marie, Rosanna Nelson, Jenny Jannetty, Brandy Peeples. A group of moms celebrating ladies night are forced to fight for their lives when their quiet town is overrun by a ravenous horde of flesh eating corpses.",0.05902038332826285,0.8974358974358974,7.889473725734073e-06,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat (2014),0.39999999999997726,0.8591549295774648,0.2,4.9,0.47619047619047616,"Directed by Jimmy Weber. With Meggie Maddock, Ali Francis, Jeremy Make, Dakota Pike. Novella McClure is like most struggling actresses in Los Angeles: she's in her early 30s, her fake name sounded cooler ten years ago, and she hasn't landed a role in three years. To top it all off, she's developed a disturbing habit of eating her own flesh. Novella desperately tries to hide her strange condition from her motherly landlord, Eesha, and somewhat psychopathic best friend, Candice, ...",0.6626102829327654,0.9358974358974359,0.004216836864299142,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return to Nuke 'Em High Volume 1 (2013),0.19999999999998863,0.9295774647887324,0.2,5.5,0.43452380952380953,"Directed by Lloyd Kaufman. With Asta Paredes, Catherine Corcoran, Vito Trigo, Clay von Carlowitz. Return to the Class of Nuke 'Em High follows a young couple that are up against the school glee club. Unfortunately, the glee club has mutated into a gang called The Cretins. When the other students begin to undergo mutations, our couple must solve the mystery and save Tromaville High School.",0.10009126863401277,0.9358974358974359,0.008425784254872549,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What lies within (2014),0.39999999999997726,0.4225352112676056,0.2,5.3,0.43452380952380953,"Directed by Lucas Pavetto. With Gabriella Wright, Bret Roberts, Carl Wharton, Tania Bambaci. A married couple decide to spend a weekend in a remote cabin, but the romantic journey takes a turn for the worst, when a sneaking suspicion becomes pure madness.",0.3349558868268938,0.5,0.012634731645445957,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCs of Death 2.5 (2016),0.8000000000000114,0.9295774647887324,0.2,4.6,0.43452380952380953,"Directed by Travis Betz, Zac Blair, Ryan Bosworth. With Ali Arslan, Ilker Arslan, Anastasia Baranova, Dani Barker. This is NOT ABCs of Death 3. ABCs of Death 2.5 showcases an additional top 26 finalists, providing fans 85 minutes of unadulterated madness.",0.03620322482506845,0.9358974358974359,0.01684367903601936,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Vacancy (2012),0.0,0.9295774647887324,0.5,4.2,0.4107142857142857,"Directed by Chris Stokes. With Kristen Quintrall, Denyce Lawton, Christopher Jones, JoJo Wright. Seven friends on a road trip break down near a rest-stop motel, where they encounter a seemingly helpful group of people. Convinced to stay overnight, the friends wake up in their rooms to a gruesome and bloody terror.",0.5609978703985397,0.9358974358974359,0.02105262642659277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ganzfeld Haunting (2014),0.39999999999997726,0.9295774647887324,0.35000000000000003,3.1,0.4464285714285714,"Directed by Michael Oblowitz. With Taylor Cole, Ryan Donowho, Toby Hemingway, Rumer Willis. In a world where past meets present and the present gets lost in time, reality is blurred for 4 College psychology students who are pushing all boundaries during an ESP experiment over a lost weekend... Memories, dreams, past, future...Can they forget what they cannot remember??? - For those 4 students a new kind of terror awaits. Senses are dazed as they meet their destiny. The present collides ...",0.9154243991481594,0.8974358974358974,0.01368420533518003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krampus: The Devil Returns (2016),0.8000000000000114,0.9295774647887324,0.2,1.6,0.42261904761904756,"Directed by Jason Hull. With Shawn C. Phillips, R.A. Mihailoff, Melantha Blackthorne, Darren Barcomb. Five years after the murder of his wife and disappearance of his daughter, former police officer Jeremy Duffin is brought back to help in the hunt for a yuletide monster that punishes children that have been ""naughty."" As the monster becomes more erratic and unpredictable, Jeremy learns the truth about the disappearance of his daughter and the fate that has been bestowed upon him by an unlikely ...",0.8658351080012169,0.8974358974358974,0.0063157842437672855,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Theatre Bizarre (2011),0.0,0.26760563380281693,0.2,5.2,0.6071428571428571,"Directed by Douglas Buck, Buddy Giovinazzo, David Gregory. With Udo Kier, Virginia Newcomb, Amanda Marquardt, Amelia Gotham. Down a seedy city street in her neighborhood, young Enola Penny is obsessed with what appears to be a long abandoned theatre. One night, she sees that the front door is slightly ajar and impulsively decides to sneak inside. But there in the dark, decrepit auditorium, a show unlike any other unfolds before her eyes. Its host is an eerie human puppet named Peg Poett who will introduce Penny to six ...",0.9571037420139945,0.34615384615384615,0.008684205308864238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wraith (2017),1.0,0.9295774647887324,0.4,6.8,0.5476190476190477,"Directed by Michael O. Sajbel. With Jackson Hurst, Ali Hillis, Lance Henriksen, Jensen Buchanan. After living in an old mansion for almost 10 years a family suddenly discovers a ghost-like presence trying to communicate with them. A super-natural thriller.",0.39549741405536964,0.8974358974358974,0.011052626373961191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steelmanville Road (2017),1.0,0.9295774647887324,0.30000000000000004,4.3,0.48809523809523814,"Directed by Nigel Bach. With Jessica Partridge, Christopher Partridge, Ian Mullin, Alex Pallen. Prequel to Bad Ben, found-footage style film explaining what happened to the home's previous owners.",0.45421356860358986,0.9358974358974359,0.013421047439058146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Tell Motel (2012),0.0,0.9295774647887324,0.2,3.5,0.4285714285714286,"Directed by Brett Donowho. With Chalie Howes, Johnny Hawkes, Andrew MacFarlane, Angel McCord. Dirty little secrets are exposed when five friends become stranded at an abandoned motel haunted by a dark secret of its own.",0.17979920900517188,0.15384615384615385,0.015789468504155097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mischief Night (2013),0.19999999999998863,0.9295774647887324,0.2,4.6,0.4464285714285714,"Directed by Richard Schenkman. With Ian Bamberg, Noell Coet, Adam C. Edwards, Stephanie Erb. Young Emily Walton, who has suffered from psychosomatic blindness ever since the car accident that took her mother's life, must summon every instinct at her disposal to protect herself and her loved ones from a mysterious intruder.",0.37846060237298446,0.8974358974358974,0.01368420533518003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Monkey's Paw (2013),0.19999999999998863,0.9295774647887324,0.2,4.5,0.47023809523809523,"Directed by Brett Simmons. With C.J. Thomason, Stephen Lang, Michelle Pierce, Corbin Bleu. Jake is given a monkey's paw that grants three wishes. After the first two wishes leave his friend Cobb undead, Cobb pushes Jake to make a final wish.",0.15515667782172193,0.8974358974358974,0.01157894216620496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strangers Within (2017),1.0,0.9154929577464789,0.55,4.4,0.49404761904761907,"Directed by Liam Hooper. With Elana Di Troya, Owen Bleach, Rosie Taylor-Ritson, Flynn Horne. Sam and her friends are terrorised during a party by a group of young men on a desperate hunt for something in her house.",0.28323699421965315,0.8846153846153846,0.00947367899722989,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza (2012),0.0,0.35211267605633806,0.9,8.1,0.6845238095238095,"Directed by Karthik Subbaraj. With Vijay Sethupathi, Ramya Nambeeshan, Aadukalam Naren, Karunakaran. A pizza delivery boy lands in a mysterious circumstance and it works a dramatic change in his life.",0.9704898083358685,0.9358974358974359,0.00736841582825482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen of Spades: The Dark Rite (2015),0.8000000000000114,0.9295774647887324,0.6000000000000001,5.5,0.47619047619047616,"Directed by Svyatoslav Podgaevskiy. With Alina Babak, Valeriya Dmitrieva, Igor Khripunov, Evgeniya Loza. There is an ancient ritual known to humankind for more than a hundred years...According to the legend, an ominous entity known as The Queen of Spades can be summoned by drawing a door and staircase on a mirror in the darkness, and by saying her name three times. The Queen of Spades gets her energy from reflective objects; she cuts locks of hair from those asleep, and those that see her go mad or ...",0.040158198965622144,0.9358974358974359,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Human (2013),0.39999999999997726,0.8169014084507042,0.9,4.6,0.46825396825396826,"Directed by Joe Begos. With Graham Skipper, Josh Ethier, Vanessa Leigh, Susan T. Travers. Mark Fisher disappeared from his home in a brilliant flash of blue light almost 2 years ago. His friend Seth Hampton was the last to see him alive. Now a string of grisly, violent murders leads Seth to believe that Mark is back, and something evil is inside of him.",0.3544265287496197,0.8974358974358974,0.043157889700830995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Museum (2016),0.8000000000000114,0.4366197183098592,0.7000000000000001,6.1,0.46031746031746024,"Directed by Keishi Ohtomo. With Masatô Ibu, Mikako Ichikawa, Tomomi Maruyama, Shûhei Nomura. Detective Hisashi Sawamura (Shun Oguri) of the Tokyo Metropolitan Police is tired, behind and dealing with the departure of his ungrateful wife. Having lost his family, he now deals with both the serial murders or who is apparently punishing his victims. The horror comes courtesy of the manga, Museum: The Serial Killer Is Laughing In The Rain.",0.6473988439306358,0.9358974358974359,0.08105262674238224,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle of the Damned (2013),0.39999999999997726,0.35211267605633806,0.5,4.5,0.45238095238095233,"Directed by Christopher Hatton. With Dolph Lundgren, Melanie Zanetti, Matt Doran, David Field. Following a deadly viral outbreak, private military soldier Max Gatling leads a handful of survivors and a ragtag band of robots against an army of the infected.",0.26467903863705505,0.5641025641025641,0.11894736378393349,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonejangles (2017),1.0,0.9295774647887324,0.35000000000000003,4.6,0.3928571428571428,"Directed by Brett DeJager. With Elissa Dowling, Reggie Bannister, Hannah Richter, Julia Cavanaugh. While transporting the legendary serial killer Bonejangles to an asylum, a group of police officers break down in a town cursed with demonic zombies. The only way they can survive the night and save the town is to release Bonejangles to help them fight the curse, with something much worse.",0.2868877395801643,0.9358974358974359,0.15684210082548475,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mojin - The Lost Legend (2015),0.5999999999999659,0.9295774647887324,0.2,6.0,0.6845238095238095,"Directed by Wuershan. With Angelababy, Kun Chen, Keith Collea, Alex Eckstorm. In 1988, the three Mojin(tomb raider), Hu Bayi, Wang Kaixuan, and Shirley Yang, retires and relocates to New York. While Bayi and Shirley have become romantically involved and Kaixuan feels that the great Mojin deserve more than the financial despair they've faced in the States, the trio are pulled back into a grave-robbing game in Inner Mongolia, China, to explore the reason behind the death of ...",0.06966839062975357,0.8974358974358974,0.194736837867036,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Dust (2013),0.19999999999998863,0.9295774647887324,0.5,3.8,0.4642857142857143,"Directed by A.D. Calvo. With Inbar Lavi, Steven Grayhm, Eddie Hassell, Holland Roden. College students exploring an abandoned insane asylum accidentally shatter canisters holding the cremains of former mental patients. Inhaling the dusty ash filling the air, they're soon possessed by the souls once held within them. One is a convicted serial killer from 1950.",0.3815028901734104,0.9358974358974359,0.0974210478811634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eroddity(s) (2014),0.39999999999997726,0.26760563380281693,0.2,4.0,0.34523809523809523,"Directed by Steven Vasquez. With Brandon Rife, Addison Graham, Edward Gutierrez, Cory Tyndall. This four story anthology offers a voyeuristic window into the lives of ten gay youths. Follow as they enter a world of the odd, the erotic and the supernatural.",0.13355643443869789,0.9358974358974359,0.00010525789529083103,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captured (2017),1.0,0.9295774647887324,0.2,6.5,0.365079365079365,"Directed by Joe Arias. With Brittany Curran, Julian Curtis, Kirsten Prout, Jake White. A weekend getaway to shoot a music video turns into a nightmare for a rock'n roll band when they become the crazed obsession of an escaped convict that is purposely targeting the female lead of the band.",0.1484636446607849,0.8974358974358974,0.0006917240637910289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krampus: The Reckoning (2015),0.5999999999999659,0.9295774647887324,0.2,2.3,0.3849206349206349,"Directed by Robert Conway. With Monica Engesser, Amelia Haberman, James Ray, Kevin Tye. Zoe, a strange child, has a not so imaginary friend Krampus, who is the dark companion of St. Nicholas.",0.697900821417706,0.8974358974358974,0.0012781902322912268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gingerdead Man Vs. Evil Bong (2013),0.19999999999998863,0.9295774647887324,0.2,4.2,0.40476190476190477,"Directed by Charles Band. With John Patrick Jordan, Robin Sydney, Sonny Carl Davis, Peter Donald Badalamenti II. The Gingerdead Man seeks revenge against Sarah Leigh for causing him to live his life in the body of a gingerbread man. Her only hope is to team up with Larnell who has problems of his own in the form of a magical talking bong named Eebee.",0.4791603285670824,0.8974358974358974,0.0018646564007914247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Caretaker (2016),0.8000000000000114,0.9295774647887324,0.3666666666666667,4.2,0.40476190476190477,"Directed by Jeff Prugh. With Meegan Warner, Sondra Blake, Sean Martini, Chanel Celaya. A young woman returns home to care for her gravely ill grandmother, only to begin sleepwalking, envisioning spirits and uncovering dark secrets in her family's past.",0.6610891390325524,0.8974358974358974,0.0024511225692916225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Through the House (2015),0.5999999999999659,0.9295774647887324,0.5333333333333334,4.8,0.45238095238095233,"Directed by Todd Nunes. With Ashley Mary Nunes, Jessica Cameron, Melynda Kiring, Natalie Montera. A deranged masked Santa-Slayer comes to town for some yuletide-terror. He leaves behind a bloody trail of mutilated bodies as he hunts his way to the front steps of the town's most feared and notorious home.",0.09674475205354426,0.8974358974358974,0.0030375887377918206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Hunters (2016),0.8000000000000114,0.9295774647887324,0.7000000000000001,4.1,0.4642857142857143,"Directed by Tricia Lee. With Lara Gilchrist, Benjamin Arthur, Torri Higginson, Mark Taylor. Follows a single mother who wakes up in a medical facility to find that everyone is dead and she's nine months pregnant.",0.5713416489199878,0.15384615384615385,0.0036240549062920187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donner Pass (2011),0.0,0.28169014084507044,0.5,4.6,0.4642857142857143,"Directed by Elise Robertson. With Elise Robertson, Russ Russo, Joel Stoffer, Thomas Kopache. Donner Pass has a well-known and macabre history - the place where George Donner and his party got stuck in the winter of 1846 and were forced to resort to cannibalism to keep from starving. But what if it wasn't just history?",0.2865835108001217,0.8974358974358974,0.004210521074792216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BnB HELL (2017),1.0,0.9295774647887324,0.5,7.8,0.4642857142857143,"Directed by Andrew Jordan. With Kimberly Woods, Carol Stanzione, Rudy Dobrev, Timothy Lee DePriest. A young woman's hunt for her missing sister ends at a rundown bed and breakfast in the Hollywood Hills run by an ill-tempered woman called Mommy. Disturbing messages left by former guests suggest unsettling secrets lay buried there.",0.5549132947976878,0.8974358974358974,0.00754385442566941,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hoarder (2015),0.5999999999999659,0.9295774647887324,0.5,4.6,0.4285714285714286,"Directed by Matt Winn. With Mischa Barton, Robert Knepper, Emily Atack, Andrew Buckley. A young woman enters an underground storage facility, where she soon finds herself trapped and stalked by a killer.",0.6927289321569821,0.9358974358974359,0.010877187776546603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Was Here (2016),1.0,0.26760563380281693,0.5,4.5,0.375,"Directed by Christophe Deroo. With Rusty Joiner, Sigrid La Chapelle, Rhoda Pell, Hassan Galedary. California, Mojave Desert, 1998. A strange glow appears in the sky. Sam, a forty-something door-to-door salesman, travels through the few inhabited zones of the Californian desert in search of clients, yet everything seems deserted. What's more, his wife won't answer his calls. It's as if everyone were avoiding him. When his car breaks down, Sam becomes a prisoner of the empty, hostile ...",0.8208092485549132,0.8974358974358974,0.014210521127423796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V/H/S Viral (2014),0.39999999999997726,0.9295774647887324,0.5,4.2,0.4107142857142857,"Directed by Justin Benson, Gregg Bishop, Todd Lincoln. With Patrick Lawrie, Emilia Ares Zoryan, Celia K. Milius, Steve Berens. A Los Angeles police chase sends a fame-obsessed man on a wild ride to save his girlfriend from a cybernetic terror.",0.747185883784606,0.9358974358974359,0.017543854478300987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can't Take It Back (2017),1.0,0.9295774647887324,0.35000000000000003,6.4,0.46130952380952384,"Directed by Tim Shechmeister. With Logan Paul, Noah Centineo, Ivanna Sakhno, Marnie Alexenburg. Following a group of students who leaves hateful comments on the page of a fellow pupil who recently committed suicide.",0.6005476118040767,0.9358974358974359,0.020877187829178183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyrmwood: Road of the Dead (2014),0.5999999999999659,0.9295774647887324,0.2,6.3,0.5119047619047619,"Directed by Kiah Roache-Turner. With Jay Gallagher, Bianca Bradey, Leon Burchill, Keith Agius. A talented mechanic prepares to battle his way through hordes of flesh-eating monsters after his sister is kidnapped on the eve of a zombie apocalypse.",0.426528749619714,0.02564102564102564,0.024210521180055372,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Labyrinth (2017),1.0,0.9295774647887324,0.30000000000000004,7.4,0.5208333333333334,"Directed by John Berardo, Jessica Kaye, Katrelle N. Kindred. With James Franco, Josh Peck, Jim Parrack, Jason Ritter. A collection of original shorts exploring the unknown, the unexplained, and the unimaginable.",0.4058411925768178,0.8974358974358974,0.02754385453093257,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffin 2 (2017),1.0,0.9295774647887324,0.4,7.5,0.5297619047619048,"Directed by Kipp Tribble. With Robert Allen Mukes, Elisa Nixon, Laura James, Michele Martin. Trick is among five hostages trapped together, paralyzed from the neck down. While an FBI agent and former detective race against the clock to find their location, the group tries to figure a way out before their promised execution.",0.8007301490721022,0.8974358974358974,0.03087718788180976,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
